obs1,obs2,hyp1,hyp2,label,hyp1_paraphrase,settings,original_example_id
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals had begun eating their crops, and Tish had been following suit.","{'lexical': 0.3, 'syntactic': 0.55, 'semantic': 0.7}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals had begun eating their crops, Tish had been observant to what behaviour was","{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.85}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were eating their plants, Tish was watching their behavior.","{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were starting to eat their plants, Tish was watching their behaviour.","{'lexical': 0.4, 'syntactic': 0.35, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were beginning to eat their plants, Tish was watching their behaviour.","{'lexical': 0.35, 'syntactic': 0.35, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were eating their crops, Tish was watching their behavior.","{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.8}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were starting to eat their crops, Tish was watching their behaviour.","{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were beginning to eat their crops, Tish was careful to observe how they behave","{'lexical': 0.4, 'syntactic': 0.35, 'semantic': 0.9}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,The animals were beginning to eat their crops and Tish was watching their behaviour.,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 0.9}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,The animals were beginning to eat their plants and Tish was watching their behaviour.,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were beginning to eat their plants, Tish was careful to observe their behavior.","{'lexical': 0.4, 'syntactic': 0.45, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals had begun eating their plants, Tish had been observing their behavior.","{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.9}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were eating their crops, Tish was observing their behavior.","{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.75}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,The animals were beginning to eat their crops and Tish was careful to observe how they behave,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 0.85}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,The animals were beginning to eat their crops and Tish was careful to observe their behavior.,"{'lexical': 0.5, 'syntactic': 0.4, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were beginning to eat their plants, Tish was careful to behave.","{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were eating their crops, Tish was careful about their behavior.","{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.75}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were beginning to eat their crops, Tish was careful to behave.","{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were starting to eat their crops, Tish was careful to observe how they behave","{'lexical': 0.5, 'syntactic': 0.35, 'semantic': 0.85}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals were beginning to eat their crops, Tish observed their behaviour.","{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals had begun eating their crops, Tish had been observant to what they were","{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.7}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"The animals had begun eating their plants, Tish had been watching their behaviour.","{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 1.0}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,The animals had begun eating their plants and Tish had been following their behaviour.,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 0.9}",102
Tish liked gardening in her yard.,Tish's garden started to recover and look bright and green again.,"Animals began to eat her plants, so Tish observed their behavior.",There was a bad storm by Trish's garden.,2,"Animes had begun eating their plants, Tish had been watching their behaviour.","{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",102
Ari got a pen pal in English class.,Ari was thrilled to meet his long-distance friend!,the pen pal came to the school.,Ari got pen pal luckly meets his long distance friend with thrilled.,1,A pen friend came into school.,"{'lexical': 0.2, 'syntactic': 0.25, 'semantic': 0.7}",3037
Ari got a pen pal in English class.,Ari was thrilled to meet his long-distance friend!,the pen pal came to the school.,Ari got pen pal luckly meets his long distance friend with thrilled.,1,A pen pal has come to school.,"{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 0.8}",3037
